市区町村,地区名,lat,lon,位置精度,種類,時期,取引時期,面積m2,坪単価万円,m2単価円,総額円,地域,用途地域,建蔽率,容積率,最寄駅,駅距離,前面道路幅員m,土地形状,今後の利用目的
浜松市中央区,瓜内町,34.68808,137.735077,exact,宅地(土地),2025Q4,2025年第4四半期,1200.0,10.0,30000,36000000,宅地見込地,１種住居,60.0,200.0,浜松,23,6.0,ほぼ整形,
浜松市中央区,神田町,34.686474,137.721649,exact,宅地(土地),2025Q4,2025年第4四半期,570.0,20.0,60000,34000000,工業地,調整区域,60.0,200.0,浜松,29,6.8,長方形,その他
浜松市中央区,神田町,34.686474,137.721649,exact,宅地(土地),2025Q4,2025年第4四半期,290.0,28.0,85000,25000000,住宅地,１種住居,60.0,200.0,浜松,30分～60分,8.6,ほぼ正方形,店舗
浜松市中央区,神立町,34.715519,137.751587,exact,宅地(土地),2025Q4,2025年第4四半期,410.0,33.0,100000,41000000,住宅地,１種住居,60.0,200.0,浜松,30分～60分,6.0,ほぼ長方形,住宅
浜松市中央区,積志町,34.768257,137.765503,exact,宅地(土地),2025Q4,2025年第4四半期,260.0,13.0,40000,11000000,住宅地,調整区域,60.0,200.0,浜松,1H30～2H,3.5,台形,住宅
浜松市中央区,笠井新田町,34.76334,137.788437,exact,宅地(土地),2025Q4,2025年第4四半期,,2.5,7600,16000000,住宅地,調整区域,60.0,200.0,浜松,1H30～2H,4.0,不整形,
浜松市中央区,笠井新田町,34.76334,137.788437,exact,宅地(土地),2025Q4,2025年第4四半期,220.0,19.0,58000,13000000,住宅地,調整区域,60.0,200.0,浜松,2H～,4.7,袋地等,住宅
浜松市中央区,篠ケ瀬町,34.727535,137.775284,exact,宅地(土地),2025Q4,2025年第4四半期,,19.0,58000,130000000,住宅地,１種住居,60.0,200.0,浜松,30分～60分,7.2,ほぼ台形,住宅
浜松市中央区,篠原町,34.68391,137.6642,exact,宅地(土地),2025Q4,2025年第4四半期,300.0,2.4,7300,2200000,工業地,調整区域,60.0,200.0,浜松,1H30～2H,,不整形,
浜松市中央区,舞阪町弁天島,34.694736,137.597244,exact,宅地(土地),2025Q4,2025年第4四半期,1100.0,8.8,27000,30000000,住宅地,１種住居,60.0,200.0,浜松,2H～,5.7,長方形,店舗
浜松市中央区,舞阪町弁天島,34.694736,137.597244,exact,宅地(土地),2025Q4,2025年第4四半期,260.0,8.9,27000,6900000,住宅地,１種住居,60.0,200.0,浜松,2H～,4.3,長方形,その他
浜松市中央区,葵東,34.75436,137.71965,exact,宅地(土地),2025Q4,2025年第4四半期,500.0,50.0,150000,75000000,商業地,近隣商業,80.0,300.0,浜松,1H30～2H,17.7,長方形,その他
浜松市中央区,西ケ崎町,34.77565,137.765549,exact,宅地(土地),2025Q4,2025年第4四半期,450.0,6.5,20000,8800000,住宅地,調整区域,60.0,200.0,浜松,1H30～2H,4.0,長方形,
浜松市中央区,西丘町,34.7714,137.691727,exact,宅地(土地),2025Q4,2025年第4四半期,230.0,30.0,90000,21000000,住宅地,調整区域,60.0,200.0,浜松,2H～,6.3,ほぼ長方形,住宅
浜松市中央区,長田町,34.670734,137.777084,exact,宅地(土地),2025Q4,2025年第4四半期,290.0,1.5,4500,1300000,宅地見込地,調整区域,60.0,200.0,浜松,1H～1H30,4.7,長方形,
浜松市中央区,頭陀寺町,34.69873,137.757996,exact,宅地(土地),2025Q4,2025年第4四半期,200.0,15.0,45000,9000000,住宅地,１種住居,60.0,200.0,浜松,30分～60分,5.7,ほぼ正方形,
浜松市中央区,飯田町,34.706932,137.775757,exact,宅地(土地),2025Q4,2025年第4四半期,380.0,8.7,26000,10000000,工業地,工業,60.0,200.0,浜松,1H～1H30,,ほぼ長方形,倉庫
浜松市中央区,高塚町,34.690266,137.681183,exact,宅地(土地),2025Q4,2025年第4四半期,400.0,12.0,38000,15000000,住宅地,調整区域,60.0,200.0,浜松,1H～1H30,5.0,長方形,
浜松市中央区,高塚町,34.690266,137.681183,exact,宅地(土地),2025Q4,2025年第4四半期,220.0,30.0,92000,20000000,住宅地,１種住居,60.0,200.0,浜松,1H～1H30,6.0,ほぼ長方形,住宅
浜松市中央区,高塚町,34.690266,137.681183,exact,宅地(土地),2025Q4,2025年第4四半期,200.0,12.0,35000,7000000,住宅地,１種住居,60.0,200.0,浜松,1H～1H30,6.0,ほぼ正方形,住宅
浜松市中央区,高塚町,34.690266,137.681183,exact,宅地(土地),2025Q4,2025年第4四半期,260.0,24.0,72000,19000000,住宅地,近隣商業,80.0,300.0,浜松,1H～1H30,5.0,ほぼ長方形,その他
浜松市中央区,高塚町,34.690266,137.681183,exact,宅地(土地),2025Q4,2025年第4四半期,200.0,32.0,97000,19000000,住宅地,１種住居,60.0,200.0,浜松,1H～1H30,6.0,ほぼ長方形,住宅
浜松市中央区,高林,34.725838,137.730957,exact,宅地(土地),2025Q4,2025年第4四半期,,19.0,57000,120000000,住宅地,１種住居,60.0,200.0,浜松,30分～60分,6.5,長方形,住宅
浜松市中央区,鴨江,34.702599,137.720932,exact,宅地(土地),2025Q4,2025年第4四半期,95.0,46.0,140000,13000000,商業地,近隣商業,80.0,300.0,浜松,18,16.0,ほぼ台形,その他
浜松市中央区,鴨江,34.702599,137.720932,exact,宅地(土地),2025Q4,2025年第4四半期,380.0,27.0,82000,31000000,住宅地,１中住専,60.0,200.0,浜松,26,5.8,不整形,その他
浜松市中央区,龍禅寺町,34.696106,137.740295,exact,宅地(土地),2025Q4,2025年第4四半期,95.0,19.0,57000,5500000,住宅地,近隣商業,80.0,300.0,浜松,15,5.9,台形,住宅
浜松市天竜区,二俣町二俣,34.864529,137.815796,exact,宅地(土地),2025Q4,2025年第4四半期,95.0,12.0,37000,3500000,住宅地,２種住居,60.0,200.0,天竜二俣,23,3.7,ほぼ台形,その他
浜松市天竜区,二俣町二俣,34.864529,137.815796,exact,宅地(土地),2025Q4,2025年第4四半期,200.0,8.4,25000,5200000,住宅地,２種住居,60.0,200.0,二俣本町,4,6.0,長方形,住宅
浜松市天竜区,山東,34.896603,137.834045,exact,宅地(土地),2025Q4,2025年第4四半期,260.0,6.2,19000,5000000,住宅地,１種住居,60.0,200.0,天竜二俣,24,2.4,不整形,住宅
浜松市天竜区,山東,34.896603,137.834045,exact,宅地(土地),2025Q4,2025年第4四半期,340.0,1.7,5300,1800000,商業地,準住居,60.0,200.0,天竜二俣,20,10.7,不整形,その他
浜松市天竜区,山東,34.896603,137.834045,exact,宅地(土地),2025Q4,2025年第4四半期,270.0,4.9,15000,4000000,住宅地,１種住居,60.0,200.0,天竜二俣,20,2.8,袋地等,その他
浜松市天竜区,横山町,34.946777,137.802795,exact,宅地(土地),2025Q4,2025年第4四半期,270.0,0.1,300,82000,住宅地,都計外,,,天竜二俣,2H～,8.8,長方形,その他
浜松市天竜区,船明,34.890594,137.819458,exact,宅地(土地),2025Q4,2025年第4四半期,135.0,0.13,390,53000,宅地見込地,調整区域,60.0,200.0,天竜二俣,30分～60分,,不整形,
浜松市天竜区,船明,34.890594,137.819458,exact,宅地(土地),2025Q4,2025年第4四半期,370.0,5.5,17000,6100000,住宅地,２中住専,60.0,150.0,天竜二俣,30分～60分,12.0,長方形,住宅
浜松市天竜区,船明,34.890594,137.819458,exact,宅地(土地),2025Q4,2025年第4四半期,560.0,6.0,18000,10000000,住宅地,２中住専,60.0,150.0,天竜二俣,30分～60分,20.0,ほぼ長方形,住宅
浜松市天竜区,船明,34.890594,137.819458,exact,宅地(土地),2025Q4,2025年第4四半期,55.0,4.5,14000,740000,工業地,工業,60.0,200.0,浜松,2H～,,ほぼ長方形,その他
浜松市浜名区,三ヶ日町三ヶ日,34.80666,137.548767,exact,宅地(土地),2025Q4,2025年第4四半期,130.0,1.8,5300,700000,住宅地,２中住専,60.0,150.0,三ケ日,6,6.8,不整形,
浜松市浜名区,三ヶ日町三ヶ日,34.80666,137.548767,exact,宅地(土地),2025Q4,2025年第4四半期,50.0,6.5,20000,1000000,住宅地,１種住居,60.0,200.0,三ケ日,8,6.1,長方形,その他
浜松市浜名区,三ヶ日町大崎,34.773129,137.565201,exact,宅地(土地),2025Q4,2025年第4四半期,350.0,6.4,19000,6800000,住宅地,調整区域,60.0,200.0,都筑,30分～60分,3.5,長方形,住宅
浜松市浜名区,三ヶ日町都筑,34.790768,137.580826,exact,宅地(土地),2025Q4,2025年第4四半期,,0.1,310,1000000,宅地見込地,調整区域,60.0,200.0,都筑,15,1.8,不整形,
浜松市浜名区,上善地,34.797932,137.809219,exact,宅地(土地),2025Q4,2025年第4四半期,135.0,15.0,45000,6200000,住宅地,調整区域,60.0,200.0,美薗中央公園,25,7.0,ほぼ長方形,住宅
浜松市浜名区,中条,34.783016,137.782608,exact,宅地(土地),2025Q4,2025年第4四半期,220.0,21.0,65000,15000000,住宅地,１種住居,60.0,200.0,遠州小松,4,4.0,長方形,住宅
浜松市浜名区,中瀬,34.828583,137.816498,exact,宅地(土地),2025Q4,2025年第4四半期,310.0,9.4,28000,8800000,宅地見込地,調整区域,60.0,200.0,遠州小林,19,3.5,長方形,
浜松市浜名区,中瀬,34.828583,137.816498,exact,宅地(土地),2025Q4,2025年第4四半期,200.0,20.0,61000,12000000,住宅地,１低住専,60.0,100.0,西鹿島,8,6.0,ほぼ長方形,住宅
浜松市浜名区,善地,34.789577,137.807861,exact,宅地(土地),2025Q4,2025年第4四半期,280.0,20.0,60000,17000000,住宅地,調整区域,60.0,200.0,美薗中央公園,26,3.2,ほぼ台形,住宅
浜松市浜名区,小松,34.788467,137.772018,exact,宅地(土地),2025Q4,2025年第4四半期,280.0,25.0,76000,21000000,住宅地,調整区域,60.0,200.0,遠州小松,9,4.0,ほぼ台形,住宅
浜松市浜名区,小松,34.788467,137.772018,exact,宅地(土地),2025Q4,2025年第4四半期,165.0,16.0,48000,7900000,住宅地,２種住居,60.0,200.0,遠州小松,8,2.2,ほぼ長方形,その他
浜松市浜名区,小松,34.788467,137.772018,exact,宅地(土地),2025Q4,2025年第4四半期,85.0,12.0,37000,3100000,住宅地,商業,80.0,400.0,遠州小松,1,2.0,不整形,住宅
浜松市浜名区,小松,34.788467,137.772018,exact,宅地(土地),2025Q4,2025年第4四半期,60.0,12.0,37000,2100000,住宅地,商業,80.0,400.0,遠州小松,1,2.0,不整形,住宅
浜松市浜名区,小林,34.804749,137.78569,exact,宅地(土地),2025Q4,2025年第4四半期,500.0,10.0,30000,15000000,住宅地,調整区域,60.0,200.0,遠州小林,11,5.0,ほぼ長方形,
浜松市浜名区,小林,34.804749,137.78569,exact,宅地(土地),2025Q4,2025年第4四半期,450.0,5.5,17000,7500000,住宅地,調整区域,60.0,200.0,遠州小林,14,12.1,ほぼ長方形,
浜松市浜名区,尾野,34.837536,137.777344,exact,宅地(土地),2025Q4,2025年第4四半期,490.0,6.3,19000,9400000,住宅地,工業,60.0,200.0,遠州芝本,24,7.0,ほぼ長方形,住宅
浜松市浜名区,平口,34.799557,137.761536,exact,宅地(土地),2025Q4,2025年第4四半期,,5.5,17000,42000000,工業地,調整区域,60.0,200.0,浜松,2H～,12.0,ほぼ正方形,
浜松市浜名区,於呂,34.836628,137.798691,exact,宅地(土地),2025Q4,2025年第4四半期,155.0,21.0,63000,9800000,住宅地,調整区域,60.0,200.0,遠州岩水寺,3,4.0,ほぼ正方形,住宅
浜松市浜名区,本沢合,34.81216,137.799057,exact,宅地(土地),2025Q4,2025年第4四半期,55.0,22.0,68000,3900000,商業地,１種住居,60.0,200.0,遠州小林,1,6.0,不整形,その他
浜松市浜名区,本沢合,34.81216,137.799057,exact,宅地(土地),2025Q4,2025年第4四半期,230.0,22.0,68000,16000000,商業地,１種住居,60.0,200.0,遠州小林,1,4.0,不整形,その他
浜松市浜名区,東美薗,34.796207,137.803513,exact,宅地(土地),2025Q4,2025年第4四半期,960.0,8.6,26000,25000000,住宅地,調整区域,60.0,200.0,浜北,25,5.0,不整形,住宅
浜松市浜名区,横須賀,34.788834,137.787369,exact,宅地(土地),2025Q4,2025年第4四半期,230.0,24.0,73000,17000000,住宅地,工業,60.0,200.0,浜北,9,3.2,台形,住宅
浜松市浜名区,沼,34.792397,137.786865,exact,宅地(土地),2025Q4,2025年第4四半期,90.0,31.0,94000,8400000,住宅地,商業,80.0,400.0,浜北,4,6.4,長方形,住宅
浜松市浜名区,沼,34.792397,137.786865,exact,宅地(土地),2025Q4,2025年第4四半期,85.0,32.0,96000,8400000,商業地,商業,80.0,400.0,浜北,4,6.4,長方形,住宅
浜松市浜名区,細江町三和,34.824039,137.689407,exact,宅地(土地),2025Q4,2025年第4四半期,45.0,9.0,27000,1200000,住宅地,調整区域,60.0,200.0,金指,14,6.0,長方形,住宅
浜松市浜名区,細江町気賀,34.802845,137.632553,exact,宅地(土地),2025Q4,2025年第4四半期,160.0,4.1,12000,2000000,住宅地,近隣商業,80.0,300.0,気賀,8,2.6,ほぼ長方形,その他
浜松市浜名区,西中瀬,34.821514,137.809357,exact,宅地(土地),2025Q4,2025年第4四半期,560.0,24.0,72000,41000000,住宅地,１中住専,50.0,150.0,遠州芝本,15,12.0,ほぼ長方形,住宅
浜松市浜名区,西中瀬,34.821514,137.809357,exact,宅地(土地),2025Q4,2025年第4四半期,330.0,24.0,73000,24000000,住宅地,１中住専,50.0,150.0,遠州芝本,15,6.0,ほぼ長方形,住宅
浜松市浜名区,西中瀬,34.821514,137.809357,exact,宅地(土地),2025Q4,2025年第4四半期,170.0,29.0,88000,15000000,住宅地,１中住専,50.0,150.0,遠州芝本,19,12.0,ほぼ長方形,
浜松市浜名区,西美薗,34.80135,137.795883,exact,宅地(土地),2025Q4,2025年第4四半期,200.0,28.0,86000,17000000,住宅地,１低住専,40.0,60.0,美薗中央公園,11,7.0,ほぼ正方形,住宅
浜松市浜名区,貴布祢,34.795467,137.782883,exact,宅地(土地),2025Q4,2025年第4四半期,130.0,33.0,100000,13000000,商業地,２中住専,60.0,150.0,浜松,4,12.0,ほぼ長方形,住宅
浜松市浜名区,貴布祢,34.795467,137.782883,exact,宅地(土地),2025Q4,2025年第4四半期,260.0,27.0,83000,22000000,住宅地,１種住居,60.0,200.0,美薗中央公園,11,9.2,不整形,
浜松市中央区,三島町,34.688896,137.745956,exact,宅地(土地),2025Q3,2025年第3四半期,550.0,30.0,91000,51000000,住宅地,１種住居,60.0,200.0,浜松,30分～60分,3.6,台形,住宅
浜松市中央区,三島町,34.688896,137.745956,exact,宅地(土地),2025Q3,2025年第3四半期,170.0,32.0,97000,17000000,住宅地,１種住居,60.0,200.0,浜松,29,6.0,ほぼ正方形,住宅
浜松市中央区,三幸町,34.79985,137.722443,exact,宅地(土地),2025Q3,2025年第3四半期,250.0,18.0,55000,14000000,住宅地,調整区域,60.0,200.0,浜松,2H～,7.0,長方形,住宅
浜松市中央区,三方原町,34.781647,137.711975,exact,宅地(土地),2025Q3,2025年第3四半期,330.0,6.5,20000,6500000,住宅地,調整区域,60.0,200.0,浜松,2H～,5.8,長方形,
浜松市中央区,三方原町,34.781647,137.711975,exact,宅地(土地),2025Q3,2025年第3四半期,260.0,18.0,53000,14000000,住宅地,調整区域,60.0,200.0,浜松,2H～,7.3,ほぼ正方形,住宅
浜松市中央区,三方原町,34.781647,137.711975,exact,宅地(土地),2025Q3,2025年第3四半期,195.0,19.0,57000,11000000,住宅地,調整区域,60.0,200.0,浜松,1H30～2H,14.2,長方形,住宅
浜松市中央区,三方原町,34.781647,137.711975,exact,宅地(土地),2025Q3,2025年第3四半期,185.0,31.0,95000,18000000,住宅地,調整区域,60.0,200.0,浜松,2H～,7.3,ほぼ長方形,住宅
浜松市中央区,三組町,34.708858,137.719986,exact,宅地(土地),2025Q3,2025年第3四半期,150.0,51.0,150000,24000000,住宅地,２種住居,60.0,200.0,浜松,18,5.1,長方形,住宅
浜松市中央区,三組町,34.708858,137.719986,exact,宅地(土地),2025Q3,2025年第3四半期,95.0,36.0,110000,10000000,住宅地,２種住居,60.0,200.0,浜松,19,2.7,台形,その他
浜松市中央区,三組町,34.708858,137.719986,exact,宅地(土地),2025Q3,2025年第3四半期,330.0,39.0,120000,39000000,住宅地,１中住専,60.0,200.0,浜松,23,5.0,ほぼ整形,住宅
浜松市中央区,上島,34.737988,137.740402,exact,宅地(土地),2025Q3,2025年第3四半期,125.0,18.0,53000,6600000,住宅地,１種住居,60.0,200.0,浜松,1H～1H30,4.0,袋地等,住宅
浜松市中央区,上島,34.737988,137.740402,exact,宅地(土地),2025Q3,2025年第3四半期,200.0,54.0,160000,32000000,商業地,１種住居,60.0,200.0,浜松,1H～1H30,11.0,長方形,住宅
浜松市中央区,上浅田,34.69648,137.726624,exact,宅地(土地),2025Q3,2025年第3四半期,55.0,19.0,57000,3200000,住宅地,１種住居,60.0,200.0,浜松,15,6.5,長方形,その他
浜松市中央区,下石田町,34.7402,137.783447,exact,宅地(土地),2025Q3,2025年第3四半期,200.0,27.0,81000,16000000,住宅地,調整区域,60.0,200.0,浜松,1H30～2H,4.0,ほぼ長方形,住宅
浜松市中央区,中島,34.705391,137.746933,exact,宅地(土地),2025Q3,2025年第3四半期,175.0,20.0,60000,11000000,住宅地,近隣商業,80.0,200.0,浜松,15,4.5,長方形,その他
浜松市中央区,中島,34.705391,137.746933,exact,宅地(土地),2025Q3,2025年第3四半期,240.0,33.0,99000,24000000,住宅地,１種住居,60.0,200.0,浜松,23,3.0,ほぼ長方形,住宅
浜松市中央区,中沢町,34.721622,137.728867,exact,宅地(土地),2025Q3,2025年第3四半期,50.0,1.9,5800,300000,住宅地,２中住専,60.0,200.0,浜松,30分～60分,3.7,長方形,その他
浜松市中央区,中沢町,34.721622,137.728867,exact,宅地(土地),2025Q3,2025年第3四半期,630.0,21.0,63000,39000000,住宅地,近隣商業,80.0,300.0,浜松,25,3.9,不整形,
浜松市中央区,中田島町,34.668755,137.741867,exact,宅地(土地),2025Q3,2025年第3四半期,230.0,7.2,22000,5000000,住宅地,２中住専,60.0,200.0,浜松,30分～60分,3.5,長方形,住宅
浜松市中央区,中郡町,34.773895,137.77951,exact,宅地(土地),2025Q3,2025年第3四半期,120.0,5.0,15000,1800000,住宅地,調整区域,60.0,200.0,浜松,1H30～2H,7.2,ほぼ長方形,
浜松市中央区,中郡町,34.773895,137.77951,exact,宅地(土地),2025Q3,2025年第3四半期,55.0,10.0,30000,1700000,住宅地,調整区域,60.0,200.0,浜松,1H30～2H,3.5,不整形,その他
浜松市中央区,中郡町,34.773895,137.77951,exact,宅地(土地),2025Q3,2025年第3四半期,190.0,12.0,37000,7200000,住宅地,調整区域,60.0,200.0,浜松,2H～,8.0,不整形,
浜松市中央区,住吉,34.728344,137.724762,exact,宅地(土地),2025Q3,2025年第3四半期,430.0,36.0,110000,46000000,住宅地,２中住専,60.0,200.0,浜松,30分～60分,6.8,ほぼ台形,住宅
浜松市中央区,住吉,34.728344,137.724762,exact,宅地(土地),2025Q3,2025年第3四半期,100.0,33.0,100000,10000000,住宅地,２中住専,60.0,200.0,浜松,30分～60分,4.0,長方形,住宅
浜松市中央区,佐藤,34.712879,137.744385,exact,宅地(土地),2025Q3,2025年第3四半期,100.0,45.0,140000,14000000,住宅地,２種住居,60.0,200.0,浜松,29,5.9,ほぼ長方形,
浜松市中央区,佐藤,34.712879,137.744385,exact,宅地(土地),2025Q3,2025年第3四半期,340.0,39.0,120000,40000000,住宅地,近隣商業,80.0,200.0,浜松,20,1.8,ほぼ長方形,住宅
浜松市中央区,佐鳴台,34.703594,137.700989,exact,宅地(土地),2025Q3,2025年第3四半期,340.0,37.0,110000,38000000,住宅地,１中住専,60.0,200.0,浜松,30分～60分,12.0,台形,住宅
浜松市中央区,佐鳴台,34.703594,137.700989,exact,宅地(土地),2025Q3,2025年第3四半期,160.0,45.0,140000,22000000,住宅地,１中住専,60.0,200.0,浜松,30分～60分,12.0,長方形,住宅
浜松市中央区,佐鳴台,34.703594,137.700989,exact,宅地(土地),2025Q3,2025年第3四半期,270.0,42.0,130000,35000000,住宅地,１中住専,60.0,200.0,浜松,30分～60分,6.0,長方形,
浜松市中央区,佐鳴台,34.703594,137.700989,exact,宅地(土地),2025Q3,2025年第3四半期,230.0,33.0,99000,22000000,住宅地,１中住専,60.0,200.0,浜松,30分～60分,6.0,ほぼ長方形,住宅
浜松市中央区,倉松町,34.673412,137.692551,exact,宅地(土地),2025Q3,2025年第3四半期,165.0,4.0,12000,2000000,住宅地,調整区域,60.0,200.0,浜松,1H～1H30,6.6,長方形,その他
浜松市中央区,元浜町,34.715229,137.732635,exact,宅地(土地),2025Q3,2025年第3四半期,115.0,41.0,120000,14000000,商業地,商業,80.0,400.0,浜松,21,6.6,ほぼ長方形,住宅
浜松市中央区,元浜町,34.715229,137.732635,exact,宅地(土地),2025Q3,2025年第3四半期,115.0,65.0,200000,23000000,商業地,商業,80.0,500.0,浜松,16,5.9,ほぼ台形,その他
浜松市中央区,入野町,34.701485,137.682983,exact,宅地(土地),2025Q3,2025年第3四半期,230.0,40.0,120000,28000000,住宅地,１中住専,60.0,200.0,浜松,1H～1H30,8.1,ほぼ長方形,住宅
浜松市中央区,入野町,34.701485,137.682983,exact,宅地(土地),2025Q3,2025年第3四半期,260.0,14.0,41000,11000000,住宅地,調整区域,60.0,200.0,浜松,1H～1H30,3.0,袋地等,その他
浜松市中央区,入野町,34.701485,137.682983,exact,宅地(土地),2025Q3,2025年第3四半期,155.0,17.0,52000,8000000,住宅地,１種住居,60.0,200.0,浜松,1H～1H30,4.0,ほぼ正方形,住宅
浜松市中央区,初生町,34.764103,137.727509,exact,宅地(土地),2025Q3,2025年第3四半期,330.0,18.0,56000,19000000,住宅地,調整区域,60.0,200.0,浜松,1H～1H30,5.7,不整形,住宅
浜松市中央区,初生町,34.764103,137.727509,exact,宅地(土地),2025Q3,2025年第3四半期,195.0,34.0,100000,20000000,住宅地,調整区域,60.0,200.0,浜松,1H30～2H,4.0,長方形,住宅
浜松市中央区,初生町,34.764103,137.727509,exact,宅地(土地),2025Q3,2025年第3四半期,95.0,21.0,64000,6000000,住宅地,調整区域,60.0,200.0,浜松,1H30～2H,4.0,ほぼ台形,その他
浜松市中央区,初生町,34.764103,137.727509,exact,宅地(土地),2025Q3,2025年第3四半期,300.0,15.0,45000,14000000,住宅地,調整区域,60.0,200.0,浜松,1H30～2H,4.0,長方形,住宅
浜松市中央区,初生町,34.764103,137.727509,exact,宅地(土地),2025Q3,2025年第3四半期,270.0,27.0,83000,22000000,住宅地,調整区域,60.0,200.0,浜松,1H30～2H,4.0,不整形,住宅
浜松市中央区,助信町,34.722408,137.735687,exact,宅地(土地),2025Q3,2025年第3四半期,140.0,80.0,240000,34000000,住宅地,商業,80.0,400.0,浜松,23,7.0,長方形,住宅
浜松市中央区,北寺島町,34.703026,137.74295,exact,宅地(土地),2025Q3,2025年第3四半期,300.0,42.0,130000,38000000,住宅地,近隣商業,80.0,300.0,浜松,9,4.2,ほぼ長方形,住宅
浜松市中央区,北寺島町,34.703026,137.74295,exact,宅地(土地),2025Q3,2025年第3四半期,150.0,33.0,99000,15000000,住宅地,２種住居,60.0,200.0,浜松,13,6.0,ほぼ長方形,住宅
浜松市中央区,北寺島町,34.703026,137.74295,exact,宅地(土地),2025Q3,2025年第3四半期,260.0,45.0,140000,36000000,商業地,商業,80.0,500.0,浜松,6,8.5,ほぼ長方形,住宅
浜松市中央区,北島町,34.730206,137.781448,exact,宅地(土地),2025Q3,2025年第3四半期,175.0,26.0,77000,14000000,住宅地,１種住居,60.0,200.0,浜松,1H～1H30,8.5,袋地等,住宅
浜松市中央区,北島町,34.730206,137.781448,exact,宅地(土地),2025Q3,2025年第3四半期,400.0,23.0,70000,28000000,住宅地,１種住居,60.0,200.0,浜松,1H～1H30,6.2,ほぼ台形,
浜松市中央区,原島町,34.729496,137.769043,exact,宅地(土地),2025Q3,2025年第3四半期,300.0,28.0,85000,25000000,住宅地,工業,60.0,200.0,浜松,1H～1H30,6.3,長方形,住宅
浜松市中央区,古人見町,34.723663,137.628952,exact,宅地(土地),2025Q3,2025年第3四半期,230.0,20.0,61000,14000000,住宅地,調整区域,60.0,200.0,浜松,2H～,6.0,長方形,住宅
浜松市中央区,古川町,34.687553,137.771103,exact,宅地(土地),2025Q3,2025年第3四半期,300.0,17.0,52000,16000000,住宅地,調整区域,60.0,200.0,浜松,30分～60分,14.9,台形,住宅
浜松市中央区,向宿,34.707256,137.751694,exact,宅地(土地),2025Q3,2025年第3四半期,660.0,35.0,110000,70000000,商業地,１種住居,60.0,200.0,浜松,21,11.3,長方形,住宅
浜松市中央区,和地山,34.726784,137.721008,exact,宅地(土地),2025Q3,2025年第3四半期,85.0,7.9,24000,2000000,住宅地,近隣商業,80.0,200.0,浜松,30分～60分,4.0,ほぼ長方形,住宅
浜松市中央区,城北,34.719688,137.723587,exact,宅地(土地),2025Q3,2025年第3四半期,120.0,35.0,110000,13000000,住宅地,２中住専,60.0,200.0,浜松,30分～60分,6.7,ほぼ台形,
浜松市中央区,城北,34.719688,137.723587,exact,宅地(土地),2025Q3,2025年第3四半期,240.0,44.0,130000,32000000,住宅地,２中住専,60.0,200.0,浜松,30分～60分,8.5,ほぼ長方形,住宅
浜松市中央区,城北,34.719688,137.723587,exact,宅地(土地),2025Q3,2025年第3四半期,230.0,39.0,120000,27000000,住宅地,近隣商業,80.0,300.0,浜松,25,4.8,ほぼ長方形,住宅
浜松市中央区,大久保町,34.719414,137.653656,exact,宅地(土地),2025Q3,2025年第3四半期,400.0,7.9,24000,9600000,住宅地,調整区域,60.0,200.0,浜松,1H30～2H,6.0,ほぼ長方形,住宅
浜松市中央区,大久保町,34.719414,137.653656,exact,宅地(土地),2025Q3,2025年第3四半期,200.0,26.0,80000,16000000,住宅地,調整区域,60.0,200.0,浜松,1H30～2H,5.6,長方形,住宅
浜松市中央区,大人見町,34.733765,137.653015,exact,宅地(土地),2025Q3,2025年第3四半期,200.0,16.0,47000,9500000,住宅地,調整区域,60.0,200.0,浜松,2H～,6.0,長方形,住宅
浜松市中央区,大島町,34.761375,137.781281,exact,宅地(土地),2025Q3,2025年第3四半期,240.0,23.0,71000,17000000,住宅地,調整区域,60.0,200.0,浜松,1H30～2H,4.6,長方形,住宅
浜松市中央区,大瀬町,34.759674,137.768112,exact,宅地(土地),2025Q3,2025年第3四半期,260.0,25.0,75000,19000000,住宅地,１中住専,60.0,200.0,浜松,1H～1H30,10.0,ほぼ長方形,住宅
浜松市中央区,大瀬町,34.759674,137.768112,exact,宅地(土地),2025Q3,2025年第3四半期,380.0,13.0,40000,15000000,住宅地,調整区域,60.0,200.0,浜松,1H～1H30,4.0,不整形,住宅
浜松市中央区,大蒲町,34.714752,137.767471,exact,宅地(土地),2025Q3,2025年第3四半期,150.0,35.0,110000,16000000,住宅地,１種住居,60.0,200.0,浜松,30分～60分,8.0,ほぼ長方形,住宅
浜松市中央区,天王町,34.737686,137.771011,exact,宅地(土地),2025Q3,2025年第3四半期,670.0,23.0,69000,46000000,住宅地,１種住居,60.0,200.0,浜松,1H～1H30,5.0,ほぼ整形,
浜松市中央区,天王町,34.737686,137.771011,exact,宅地(土地),2025Q3,2025年第3四半期,220.0,31.0,94000,21000000,住宅地,調整区域,60.0,200.0,浜松,1H～1H30,13.0,長方形,住宅
浜松市中央区,天王町,34.737686,137.771011,exact,宅地(土地),2025Q3,2025年第3四半期,990.0,25.0,74000,74000000,工業地,工業,60.0,200.0,浜松,1H～1H30,6.5,長方形,倉庫
浜松市中央区,天神町,34.710606,137.752243,exact,宅地(土地),2025Q3,2025年第3四半期,380.0,26.0,79000,30000000,住宅地,１種住居,60.0,200.0,浜松,29,4.5,ほぼ長方形,その他
