市区町村,地区名,lat,lon,位置精度,種類,時期,取引時期,面積m2,坪単価万円,m2単価円,総額円,地域,用途地域,建蔽率,容積率,最寄駅,駅距離,前面道路幅員m,土地形状,今後の利用目的
浜松市中央区,天神町,34.710606,137.752243,exact,宅地(土地),2025Q3,2025年第3四半期,290.0,32.0,98000,28000000,住宅地,１種住居,60.0,200.0,浜松,29,6.0,ほぼ長方形,その他
浜松市中央区,天龍川町,34.720547,137.778946,exact,宅地(土地),2025Q3,2025年第3四半期,470.0,20.0,61000,28000000,住宅地,１種住居,60.0,200.0,浜松,1H～1H30,8.5,ほぼ長方形,
浜松市中央区,天龍川町,34.720547,137.778946,exact,宅地(土地),2025Q3,2025年第3四半期,210.0,37.0,110000,23000000,住宅地,１種住居,60.0,200.0,浜松,1H～1H30,10.5,ほぼ台形,その他
浜松市中央区,天龍川町,34.720547,137.778946,exact,宅地(土地),2025Q3,2025年第3四半期,540.0,20.0,60000,33000000,住宅地,１種住居,60.0,200.0,浜松,1H～1H30,4.8,ほぼ正方形,
浜松市中央区,安松町,34.697422,137.770172,exact,宅地(土地),2025Q3,2025年第3四半期,165.0,34.0,100000,17000000,住宅地,２中住専,60.0,200.0,浜松,30分～60分,7.8,ほぼ長方形,住宅
浜松市中央区,富塚町,34.726589,137.700714,exact,宅地(土地),2025Q3,2025年第3四半期,185.0,33.0,99000,19000000,住宅地,１低住専,50.0,80.0,浜松,1H～1H30,5.0,長方形,住宅
浜松市中央区,富塚町,34.726589,137.700714,exact,宅地(土地),2025Q3,2025年第3四半期,340.0,29.0,86000,29000000,商業地,１低住専,50.0,80.0,浜松,30分～60分,13.0,ほぼ正方形,店舗
浜松市中央区,富塚町,34.726589,137.700714,exact,宅地(土地),2025Q3,2025年第3四半期,260.0,24.0,72000,19000000,住宅地,１種住居,60.0,200.0,浜松,1H～1H30,6.0,不整形,事務所
浜松市中央区,富塚町,34.726589,137.700714,exact,宅地(土地),2025Q3,2025年第3四半期,680.0,9.7,29000,20000000,住宅地,１低住専,50.0,80.0,浜松,1H～1H30,13.0,ほぼ長方形,住宅
浜松市中央区,富塚町,34.726589,137.700714,exact,宅地(土地),2025Q3,2025年第3四半期,410.0,16.0,49000,20000000,住宅地,１低住専,50.0,80.0,浜松,1H～1H30,13.0,ほぼ長方形,住宅
浜松市中央区,富塚町,34.726589,137.700714,exact,宅地(土地),2025Q3,2025年第3四半期,210.0,36.0,110000,23000000,住宅地,１低住専,50.0,80.0,浜松,1H～1H30,5.0,長方形,住宅
浜松市中央区,小池町,34.747826,137.758209,exact,宅地(土地),2025Q3,2025年第3四半期,210.0,8.0,24000,5100000,住宅地,調整区域,60.0,200.0,浜松,1H～1H30,8.6,台形,住宅
浜松市中央区,小沢渡町,34.677761,137.679932,exact,宅地(土地),2025Q3,2025年第3四半期,1700.0,8.3,25000,42000000,住宅地,調整区域,60.0,200.0,浜松,1H～1H30,7.3,正方形,その他
浜松市中央区,市野町,34.748096,137.77211,exact,宅地(土地),2025Q3,2025年第3四半期,300.0,21.0,62000,19000000,住宅地,１種住居,60.0,200.0,浜松,1H～1H30,4.9,袋地等,住宅
浜松市中央区,常光町,34.752403,137.807526,exact,宅地(土地),2025Q3,2025年第3四半期,,4.9,15000,42000000,工業地,調整区域,60.0,200.0,浜松,2H～,7.6,ほぼ長方形,その他
浜松市中央区,常盤町,34.711044,137.732056,exact,宅地(土地),2025Q3,2025年第3四半期,280.0,110.0,340000,93000000,商業地,商業,80.0,500.0,浜松,10,6.2,長方形,その他
浜松市中央区,幸,34.739864,137.725037,exact,宅地(土地),2025Q3,2025年第3四半期,165.0,6.0,18000,3000000,住宅地,１種住居,60.0,200.0,浜松,30分～60分,,ほぼ長方形,
浜松市中央区,幸,34.739864,137.725037,exact,宅地(土地),2025Q3,2025年第3四半期,105.0,12.0,36000,3800000,住宅地,１中住専,60.0,200.0,浜松,30分～60分,4.2,ほぼ長方形,住宅
浜松市中央区,幸,34.739864,137.725037,exact,宅地(土地),2025Q3,2025年第3四半期,300.0,35.0,110000,32000000,商業地,１種住居,60.0,200.0,浜松,1H～1H30,15.5,ほぼ正方形,住宅
浜松市中央区,広沢,34.715424,137.717972,exact,宅地(土地),2025Q3,2025年第3四半期,200.0,43.0,130000,26000000,住宅地,１中住専,60.0,200.0,浜松,30分～60分,5.4,不整形,住宅
浜松市中央区,広沢,34.715424,137.717972,exact,宅地(土地),2025Q3,2025年第3四半期,70.0,40.0,120000,8400000,住宅地,１中住専,60.0,200.0,浜松,29,4.2,ほぼ台形,その他
浜松市中央区,広沢,34.715424,137.717972,exact,宅地(土地),2025Q3,2025年第3四半期,330.0,56.0,170000,56000000,住宅地,１中住専,60.0,200.0,浜松,30分～60分,3.1,ほぼ長方形,住宅
浜松市中央区,志都呂,34.698349,137.660233,exact,宅地(土地),2025Q3,2025年第3四半期,165.0,34.0,100000,17000000,住宅地,１中住専,60.0,200.0,浜松,1H～1H30,8.0,ほぼ長方形,住宅
浜松市中央区,志都呂町,34.702263,137.653748,exact,宅地(土地),2025Q3,2025年第3四半期,900.0,7.0,21000,19000000,住宅地,１中住専,60.0,200.0,浜松,1H30～2H,4.1,不整形,
浜松市中央区,成子町,34.701229,137.725891,exact,宅地(土地),2025Q3,2025年第3四半期,250.0,76.0,230000,58000000,商業地,商業,80.0,500.0,浜松,14,25.0,ほぼ長方形,住宅
浜松市中央区,新津町,34.721863,137.741684,exact,宅地(土地),2025Q3,2025年第3四半期,80.0,34.0,100000,8000000,商業地,１種住居,60.0,200.0,浜松,30分～60分,7.5,ほぼ長方形,その他
浜松市中央区,新津町,34.721863,137.741684,exact,宅地(土地),2025Q3,2025年第3四半期,210.0,38.0,110000,24000000,住宅地,１種住居,60.0,200.0,浜松,30分～60分,5.4,長方形,住宅
浜松市中央区,早出町,34.733162,137.749298,exact,宅地(土地),2025Q3,2025年第3四半期,210.0,30.0,90000,19000000,住宅地,１種住居,60.0,200.0,浜松,1H～1H30,14.0,長方形,住宅
浜松市中央区,早出町,34.733162,137.749298,exact,宅地(土地),2025Q3,2025年第3四半期,400.0,41.0,120000,49000000,商業地,１種住居,60.0,200.0,浜松,30分～60分,14.0,正方形,住宅
浜松市中央区,早出町,34.733162,137.749298,exact,宅地(土地),2025Q3,2025年第3四半期,120.0,48.0,150000,18000000,住宅地,１種住居,60.0,200.0,浜松,30分～60分,14.0,台形,
浜松市中央区,曳馬,34.72805,137.738464,exact,宅地(土地),2025Q3,2025年第3四半期,250.0,35.0,110000,26000000,住宅地,１種住居,60.0,200.0,浜松,30分～60分,4.8,長方形,
浜松市中央区,有玉北町,34.767532,137.753937,exact,宅地(土地),2025Q3,2025年第3四半期,220.0,29.0,86000,19000000,住宅地,調整区域,60.0,200.0,浜松,1H30～2H,4.4,長方形,住宅
浜松市中央区,有玉南町,34.752777,137.749146,exact,宅地(土地),2025Q3,2025年第3四半期,200.0,32.0,96000,19000000,住宅地,調整区域,60.0,200.0,浜松,1H～1H30,9.4,ほぼ長方形,住宅
浜松市中央区,有玉台,34.760178,137.73912,exact,宅地(土地),2025Q3,2025年第3四半期,390.0,26.0,80000,31000000,住宅地,１中住専,60.0,200.0,浜松,1H30～2H,6.2,ほぼ長方形,住宅
浜松市中央区,本郷町,34.697372,137.762314,exact,宅地(土地),2025Q3,2025年第3四半期,260.0,33.0,100000,26000000,住宅地,２中住専,60.0,200.0,浜松,30分～60分,8.0,長方形,住宅
浜松市中央区,東三方町,34.77961,137.73024,exact,宅地(土地),2025Q3,2025年第3四半期,1400.0,31.0,94000,140000000,商業地,調整区域,60.0,200.0,浜松,1H30～2H,9.0,ほぼ長方形,店舗
浜松市中央区,東三方町,34.77961,137.73024,exact,宅地(土地),2025Q3,2025年第3四半期,190.0,29.0,88000,17000000,住宅地,調整区域,60.0,200.0,浜松,1H30～2H,6.0,長方形,住宅
浜松市中央区,板屋町,34.706654,137.735123,exact,宅地(土地),2025Q3,2025年第3四半期,270.0,160.0,490000,130000000,商業地,商業,80.0,400.0,浜松,6,12.0,不整形,その他
浜松市中央区,板屋町,34.706654,137.735123,exact,宅地(土地),2025Q3,2025年第3四半期,380.0,210.0,640000,240000000,商業地,商業,80.0,400.0,浜松,9,20.0,不整形,住宅
浜松市中央区,板屋町,34.706654,137.735123,exact,宅地(土地),2025Q3,2025年第3四半期,1100.0,390.0,1200000,1300000000,商業地,商業,80.0,400.0,浜松,10,27.0,ほぼ長方形,その他
浜松市中央区,根洗町,34.79678,137.704224,exact,宅地(土地),2025Q3,2025年第3四半期,350.0,9.0,27000,9500000,住宅地,調整区域,60.0,200.0,浜松,2H～,6.8,長方形,
浜松市中央区,河輪町,34.674877,137.786209,exact,宅地(土地),2025Q3,2025年第3四半期,240.0,0.41,1200,300000,住宅地,調整区域,60.0,200.0,浜松,1H～1H30,5.5,不整形,
浜松市中央区,泉,34.739109,137.721542,exact,宅地(土地),2025Q3,2025年第3四半期,210.0,13.0,38000,8000000,住宅地,準工業,60.0,200.0,浜松,1H～1H30,4.0,ほぼ整形,その他
浜松市中央区,泉,34.739109,137.721542,exact,宅地(土地),2025Q3,2025年第3四半期,570.0,28.0,86000,49000000,商業地,近隣商業,80.0,200.0,浜松,1H～1H30,15.3,不整形,その他
浜松市中央区,浅田町,34.694942,137.733429,exact,宅地(土地),2025Q3,2025年第3四半期,125.0,28.0,85000,11000000,住宅地,近隣商業,80.0,300.0,浜松,12,4.0,ほぼ正方形,住宅
浜松市中央区,浅田町,34.694942,137.733429,exact,宅地(土地),2025Q3,2025年第3四半期,140.0,32.0,97000,13000000,住宅地,１種住居,60.0,200.0,浜松,16,6.6,長方形,住宅
浜松市中央区,海老塚,34.699268,137.729996,exact,宅地(土地),2025Q3,2025年第3四半期,220.0,46.0,140000,30000000,商業地,商業,80.0,500.0,浜松,11,6.5,ほぼ長方形,その他
浜松市中央区,海老塚,34.699268,137.729996,exact,宅地(土地),2025Q3,2025年第3四半期,145.0,50.0,150000,22000000,商業地,商業,80.0,500.0,浜松,11,16.0,ほぼ長方形,その他
浜松市中央区,湖東町,34.759209,137.674332,exact,宅地(土地),2025Q3,2025年第3四半期,470.0,6.6,20000,9400000,住宅地,調整区域,60.0,200.0,浜松,2H～,7.5,袋地等,住宅
浜松市中央区,瓜内町,34.68808,137.735077,exact,宅地(土地),2025Q3,2025年第3四半期,195.0,16.0,49000,9500000,住宅地,１種住居,60.0,200.0,浜松,18,3.4,ほぼ長方形,住宅
浜松市中央区,白羽町,34.672405,137.73172,exact,宅地(土地),2025Q3,2025年第3四半期,200.0,25.0,75000,15000000,住宅地,調整区域,60.0,200.0,浜松,30分～60分,4.0,長方形,
浜松市中央区,相生町,34.708038,137.746826,exact,宅地(土地),2025Q3,2025年第3四半期,310.0,32.0,97000,30000000,住宅地,近隣商業,80.0,300.0,浜松,30分～60分,5.2,不整形,住宅
浜松市中央区,砂山町,34.7019,137.734604,exact,宅地(土地),2025Q3,2025年第3四半期,220.0,79.0,240000,52000000,商業地,商業,80.0,500.0,浜松,6,8.0,ほぼ長方形,その他
浜松市中央区,砂山町,34.7019,137.734604,exact,宅地(土地),2025Q3,2025年第3四半期,60.0,53.0,160000,9500000,商業地,商業,80.0,500.0,浜松,4,6.0,ほぼ台形,その他
浜松市中央区,神田町,34.686474,137.721649,exact,宅地(土地),2025Q3,2025年第3四半期,220.0,22.0,67000,15000000,宅地見込地,調整区域,60.0,200.0,浜松,29,4.8,ほぼ長方形,
浜松市中央区,積志町,34.768257,137.765503,exact,宅地(土地),2025Q3,2025年第3四半期,240.0,6.2,19000,4500000,住宅地,調整区域,60.0,200.0,浜松,1H30～2H,4.6,台形,
浜松市中央区,笠井新田町,34.76334,137.788437,exact,宅地(土地),2025Q3,2025年第3四半期,210.0,15.0,46000,9500000,宅地見込地,調整区域,60.0,200.0,浜松,2H～,4.2,ほぼ台形,住宅
浜松市中央区,笠井町,34.768265,137.795425,exact,宅地(土地),2025Q3,2025年第3四半期,210.0,20.0,59000,13000000,住宅地,１種住居,60.0,200.0,浜松,2H～,5.0,ほぼ長方形,その他
浜松市中央区,篠ケ瀬町,34.727535,137.775284,exact,宅地(土地),2025Q3,2025年第3四半期,240.0,29.0,88000,21000000,住宅地,１種住居,60.0,200.0,浜松,1H～1H30,5.5,長方形,住宅
浜松市中央区,篠ケ瀬町,34.727535,137.775284,exact,宅地(土地),2025Q3,2025年第3四半期,195.0,32.0,98000,19000000,住宅地,１種住居,60.0,200.0,浜松,1H～1H30,6.6,長方形,住宅
浜松市中央区,篠原町,34.68391,137.6642,exact,宅地(土地),2025Q3,2025年第3四半期,870.0,13.0,40000,35000000,住宅地,工業,60.0,200.0,浜松,1H～1H30,10.2,長方形,住宅
浜松市中央区,舘山寺町,34.760361,137.620331,exact,宅地(土地),2025Q3,2025年第3四半期,195.0,0.25,770,150000,住宅地,１種住居,60.0,200.0,浜松,2H～,2.7,不整形,その他
浜松市中央区,舘山寺町,34.760361,137.620331,exact,宅地(土地),2025Q3,2025年第3四半期,115.0,5.0,15000,1800000,住宅地,１種住居,60.0,200.0,浜松,2H～,,長方形,
浜松市中央区,舞阪町弁天島,34.694736,137.597244,exact,宅地(土地),2025Q3,2025年第3四半期,360.0,10.0,30000,11000000,商業地,商業,80.0,400.0,浜松,2H～,,ほぼ台形,その他
浜松市中央区,舞阪町弁天島,34.694736,137.597244,exact,宅地(土地),2025Q3,2025年第3四半期,90.0,10.0,30000,2700000,住宅地,１種住居,60.0,200.0,浜松,2H～,6.0,長方形,その他
浜松市中央区,舞阪町浜田,34.682407,137.621399,exact,宅地(土地),2025Q3,2025年第3四半期,660.0,8.5,26000,17000000,住宅地,準工業,60.0,200.0,浜松,2H～,8.5,長方形,
浜松市中央区,若林町,34.691269,137.702515,exact,宅地(土地),2025Q3,2025年第3四半期,170.0,26.0,79000,13000000,住宅地,１種住居,60.0,200.0,浜松,30分～60分,4.0,ほぼ整形,住宅
浜松市中央区,若林町,34.691269,137.702515,exact,宅地(土地),2025Q3,2025年第3四半期,400.0,0.16,500,200000,住宅地,１種住居,60.0,200.0,浜松,30分～60分,,ほぼ長方形,住宅
浜松市中央区,茄子町,34.721519,137.745865,exact,宅地(土地),2025Q3,2025年第3四半期,430.0,33.0,98000,43000000,住宅地,１種住居,60.0,200.0,浜松,30分～60分,3.2,長方形,住宅
浜松市中央区,萩丘,34.749565,137.725739,exact,宅地(土地),2025Q3,2025年第3四半期,240.0,35.0,100000,25000000,住宅地,１中住専,60.0,200.0,浜松,1H～1H30,6.0,長方形,住宅
浜松市中央区,萩丘,34.749565,137.725739,exact,宅地(土地),2025Q3,2025年第3四半期,35.0,20.0,60000,2000000,住宅地,１種住居,60.0,200.0,浜松,1H～1H30,2.0,長方形,その他
浜松市中央区,葵東,34.75436,137.71965,exact,宅地(土地),2025Q3,2025年第3四半期,125.0,35.0,100000,13000000,商業地,近隣商業,80.0,300.0,浜松,1H～1H30,6.0,ほぼ長方形,その他
浜松市中央区,葵西,34.765339,137.714066,exact,宅地(土地),2025Q3,2025年第3四半期,115.0,27.0,81000,9400000,商業地,２種住居,60.0,200.0,浜松,1H30～2H,12.4,ほぼ長方形,住宅
浜松市中央区,葵西,34.765339,137.714066,exact,宅地(土地),2025Q3,2025年第3四半期,900.0,28.0,83000,75000000,住宅地,２種住居,60.0,200.0,浜松,2H～,7.1,不整形,事務所
浜松市中央区,西ケ崎町,34.77565,137.765549,exact,宅地(土地),2025Q3,2025年第3四半期,380.0,22.0,68000,26000000,住宅地,調整区域,60.0,200.0,浜松,1H30～2H,7.7,不整形,その他
浜松市中央区,西ケ崎町,34.77565,137.765549,exact,宅地(土地),2025Q3,2025年第3四半期,230.0,23.0,71000,16000000,住宅地,調整区域,60.0,200.0,浜松,1H30～2H,2.8,ほぼ正方形,その他
浜松市中央区,西山町,34.741135,137.688538,exact,宅地(土地),2025Q3,2025年第3四半期,220.0,21.0,64000,14000000,住宅地,調整区域,60.0,200.0,浜松,1H30～2H,3.2,ほぼ台形,住宅
浜松市中央区,西島町,34.669273,137.767029,exact,宅地(土地),2025Q3,2025年第3四半期,600.0,5.0,15000,9100000,住宅地,調整区域,60.0,200.0,浜松,1H～1H30,4.7,長方形,住宅
浜松市中央区,西浅田,34.694256,137.722672,exact,宅地(土地),2025Q3,2025年第3四半期,380.0,25.0,76000,29000000,住宅地,１種住居,60.0,200.0,浜松,23,6.5,長方形,その他
浜松市中央区,西浅田,34.694256,137.722672,exact,宅地(土地),2025Q3,2025年第3四半期,810.0,19.0,58000,47000000,住宅地,１種住居,60.0,200.0,浜松,23,6.5,長方形,その他
浜松市中央区,西浅田,34.694256,137.722672,exact,宅地(土地),2025Q3,2025年第3四半期,1000.0,20.0,61000,64000000,住宅地,１種住居,60.0,200.0,浜松,23,6.5,不整形,その他
浜松市中央区,西浅田,34.694256,137.722672,exact,宅地(土地),2025Q3,2025年第3四半期,340.0,19.0,59000,20000000,住宅地,１種住居,60.0,200.0,浜松,23,,不整形,その他
浜松市中央区,西町,34.683186,137.77916,exact,宅地(土地),2025Q3,2025年第3四半期,300.0,6.9,21000,6200000,住宅地,調整区域,60.0,200.0,浜松,30分～60分,5.2,長方形,住宅
浜松市中央区,豊岡町,34.789722,137.726929,exact,宅地(土地),2025Q3,2025年第3四半期,480.0,4.0,12000,5900000,住宅地,調整区域,60.0,200.0,浜松,2H～,5.8,長方形,住宅
浜松市中央区,豊岡町,34.789722,137.726929,exact,宅地(土地),2025Q3,2025年第3四半期,270.0,17.0,51000,14000000,住宅地,調整区域,60.0,200.0,浜松,2H～,8.0,袋地等,倉庫
浜松市中央区,豊町,34.775253,137.810959,exact,宅地(土地),2025Q3,2025年第3四半期,460.0,12.0,35000,16000000,住宅地,調整区域,60.0,200.0,浜松,2H～,5.0,不整形,住宅
浜松市中央区,豊町,34.775253,137.810959,exact,宅地(土地),2025Q3,2025年第3四半期,210.0,23.0,69000,14000000,住宅地,調整区域,60.0,200.0,浜松,2H～,3.8,長方形,住宅
浜松市中央区,豊町,34.775253,137.810959,exact,宅地(土地),2025Q3,2025年第3四半期,230.0,20.0,59000,14000000,住宅地,調整区域,60.0,200.0,浜松,2H～,4.0,ほぼ長方形,住宅
浜松市中央区,金折町,34.691784,137.780869,exact,宅地(土地),2025Q3,2025年第3四半期,670.0,4.8,14000,9700000,住宅地,調整区域,60.0,200.0,浜松,1H～1H30,7.6,ほぼ長方形,
浜松市中央区,雄踏町宇布見,34.702011,137.630325,exact,宅地(土地),2025Q3,2025年第3四半期,330.0,19.0,57000,19000000,住宅地,調整区域,60.0,200.0,浜松,1H30～2H,5.5,正方形,住宅
浜松市中央区,雄踏町宇布見,34.702011,137.630325,exact,宅地(土地),2025Q3,2025年第3四半期,75.0,18.0,54000,3900000,住宅地,近隣商業,80.0,200.0,浜松,2H～,6.0,長方形,住宅
浜松市中央区,雄踏町宇布見,34.702011,137.630325,exact,宅地(土地),2025Q3,2025年第3四半期,80.0,20.0,62000,5100000,住宅地,近隣商業,80.0,200.0,浜松,2H～,6.0,長方形,住宅
浜松市中央区,雄踏町宇布見,34.702011,137.630325,exact,宅地(土地),2025Q3,2025年第3四半期,150.0,21.0,64000,9600000,住宅地,２中住専,60.0,200.0,浜松,2H～,23.0,ほぼ正方形,住宅
浜松市中央区,領家,34.699879,137.752426,exact,宅地(土地),2025Q3,2025年第3四半期,390.0,26.0,77000,30000000,住宅地,１種住居,60.0,200.0,浜松,26,4.3,ほぼ長方形,
浜松市中央区,頭陀寺町,34.69873,137.757996,exact,宅地(土地),2025Q3,2025年第3四半期,35.0,20.0,61000,2000000,商業地,近隣商業,80.0,200.0,浜松,25,8.0,長方形,その他
浜松市中央区,馬郡町,34.686382,137.633194,exact,宅地(土地),2025Q3,2025年第3四半期,320.0,3.7,11000,3500000,住宅地,近隣商業,80.0,300.0,浜松,2H～,,ほぼ整形,住宅
浜松市中央区,高丘北,34.762993,137.708725,exact,宅地(土地),2025Q3,2025年第3四半期,330.0,27.0,82000,27000000,住宅地,１種住居,60.0,200.0,浜松,1H30～2H,7.5,不整形,住宅
浜松市中央区,高丘東,34.755383,137.706955,exact,宅地(土地),2025Q3,2025年第3四半期,380.0,28.0,85000,32000000,住宅地,１種住居,60.0,200.0,浜松,1H30～2H,6.0,ほぼ長方形,その他
浜松市中央区,高丘東,34.755383,137.706955,exact,宅地(土地),2025Q3,2025年第3四半期,175.0,35.0,110000,19000000,住宅地,工業,60.0,200.0,浜松,1H30～2H,6.0,長方形,住宅
浜松市中央区,高塚町,34.690266,137.681183,exact,宅地(土地),2025Q3,2025年第3四半期,420.0,19.0,57000,24000000,住宅地,近隣商業,80.0,300.0,高塚,3,1.0,長方形,
浜松市中央区,高塚町,34.690266,137.681183,exact,宅地(土地),2025Q3,2025年第3四半期,1500.0,19.0,58000,89000000,住宅地,近隣商業,80.0,300.0,浜松,1H～1H30,4.0,ほぼ台形,住宅
浜松市中央区,高塚町,34.690266,137.681183,exact,宅地(土地),2025Q3,2025年第3四半期,290.0,23.0,69000,20000000,住宅地,近隣商業,80.0,300.0,浜松,1H～1H30,5.5,ほぼ長方形,その他
浜松市中央区,鼡野町,34.67646,137.763214,exact,宅地(土地),2025Q3,2025年第3四半期,680.0,0.97,2900,2000000,宅地見込地,調整区域,60.0,200.0,浜松,30分～60分,7.7,長方形,
浜松市中央区,龍禅寺町,34.696106,137.740295,exact,宅地(土地),2025Q3,2025年第3四半期,490.0,30.0,91000,45000000,住宅地,近隣商業,80.0,300.0,浜松,13,6.0,不整形,住宅
浜松市天竜区,二俣町南鹿島,34.842651,137.808441,exact,宅地(土地),2025Q3,2025年第3四半期,140.0,7.4,23000,3200000,住宅地,２種住居,60.0,200.0,西鹿島,6,4.0,不整形,その他
浜松市天竜区,大谷,34.876392,137.81601,exact,宅地(土地),2025Q3,2025年第3四半期,410.0,2.4,7300,3000000,住宅地,２中住専,60.0,150.0,二俣本町,26,2.7,長方形,
浜松市天竜区,山東,34.896603,137.834045,exact,宅地(土地),2025Q3,2025年第3四半期,210.0,0.6,1800,380000,工業地,調整区域,60.0,200.0,天竜二俣,30分～60分,2.0,ほぼ長方形,
浜松市天竜区,山東,34.896603,137.834045,exact,宅地(土地),2025Q3,2025年第3四半期,840.0,0.6,1800,1500000,工業地,１中住専,60.0,150.0,天竜二俣,30分～60分,2.0,不整形,
浜松市天竜区,山東,34.896603,137.834045,exact,宅地(土地),2025Q3,2025年第3四半期,175.0,2.8,8500,1500000,商業地,準住居,60.0,200.0,天竜二俣,20,10.7,ほぼ台形,事務所
浜松市天竜区,山東,34.896603,137.834045,exact,宅地(土地),2025Q3,2025年第3四半期,430.0,4.6,14000,6000000,商業地,準住居,60.0,200.0,天竜二俣,20,10.7,ほぼ整形,事務所
浜松市天竜区,横山町,34.946777,137.802795,exact,宅地(土地),2025Q3,2025年第3四半期,80.0,1.9,5600,450000,住宅地,都計外,,,天竜二俣,2H～,2.9,ほぼ長方形,その他
浜松市天竜区,水窪町地頭方,35.197067,137.977448,exact,宅地(土地),2025Q3,2025年第3四半期,390.0,0.06,180,130000,宅地見込地,都計外,,,水窪,10,,不整形,
浜松市天竜区,船明,34.890594,137.819458,exact,宅地(土地),2025Q3,2025年第3四半期,230.0,4.7,14000,3200000,住宅地,１中住専,60.0,150.0,天竜二俣,30分～60分,6.0,ほぼ長方形,その他
浜松市天竜区,船明,34.890594,137.819458,exact,宅地(土地),2025Q3,2025年第3四半期,310.0,4.8,14000,4500000,住宅地,準工業,60.0,200.0,天竜二俣,30分～60分,6.0,ほぼ正方形,住宅
浜松市天竜区,船明,34.890594,137.819458,exact,宅地(土地),2025Q3,2025年第3四半期,380.0,6.3,19000,7300000,住宅地,２中住専,60.0,150.0,二俣本町,30分～60分,12.0,長方形,住宅
浜松市天竜区,青谷,34.865307,137.780624,exact,宅地(土地),2025Q3,2025年第3四半期,1100.0,2.8,8300,9500000,住宅地,都計外,,,天竜二俣,1H～1H30,11.6,ほぼ台形,
浜松市浜名区,中条,34.783016,137.782608,exact,宅地(土地),2025Q3,2025年第3四半期,1900.0,21.0,64000,120000000,住宅地,１種住居,60.0,200.0,遠州小松,2,16.0,不整形,
浜松市浜名区,中条,34.783016,137.782608,exact,宅地(土地),2025Q3,2025年第3四半期,370.0,16.0,48000,18000000,住宅地,調整区域,60.0,200.0,遠州小松,16,8.1,ほぼ台形,住宅
浜松市浜名区,中条,34.783016,137.782608,exact,宅地(土地),2025Q3,2025年第3四半期,320.0,6.3,19000,6000000,住宅地,調整区域,60.0,200.0,遠州小松,11,5.5,ほぼ長方形,
浜松市浜名区,中条,34.783016,137.782608,exact,宅地(土地),2025Q3,2025年第3四半期,560.0,26.0,78000,44000000,住宅地,２種住居,60.0,200.0,遠州小松,3,3.0,ほぼ整形,住宅
浜松市浜名区,中条,34.783016,137.782608,exact,宅地(土地),2025Q3,2025年第3四半期,160.0,30.0,90000,14000000,住宅地,調整区域,60.0,200.0,遠州西ケ崎,9,4.5,ほぼ長方形,住宅
浜松市浜名区,内野台,34.78355,137.749466,exact,宅地(土地),2025Q3,2025年第3四半期,270.0,25.0,76000,21000000,住宅地,１低住専,50.0,80.0,遠州小松,30分～60分,6.6,ほぼ整形,住宅
浜松市浜名区,内野台,34.78355,137.749466,exact,宅地(土地),2025Q3,2025年第3四半期,230.0,14.0,43000,10000000,住宅地,１低住専,50.0,80.0,遠州小松,30分～60分,6.6,ほぼ長方形,住宅
浜松市浜名区,宮口,34.827023,137.768051,exact,宅地(土地),2025Q3,2025年第3四半期,260.0,12.0,38000,9800000,住宅地,調整区域,60.0,200.0,遠州芝本,30分～60分,4.1,台形,
浜松市浜名区,宮口,34.827023,137.768051,exact,宅地(土地),2025Q3,2025年第3四半期,85.0,16.0,49000,4200000,住宅地,調整区域,60.0,200.0,遠州芝本,30分～60分,8.6,ほぼ長方形,その他
浜松市浜名区,宮口,34.827023,137.768051,exact,宅地(土地),2025Q3,2025年第3四半期,310.0,13.0,39000,12000000,住宅地,調整区域,60.0,200.0,遠州芝本,30分～60分,4.0,袋地等,住宅
浜松市浜名区,寺島,34.781776,137.79364,exact,宅地(土地),2025Q3,2025年第3四半期,380.0,7.0,21000,8000000,住宅地,調整区域,60.0,200.0,遠州小松,15,16.0,ほぼ台形,
浜松市浜名区,寺島,34.781776,137.79364,exact,宅地(土地),2025Q3,2025年第3四半期,240.0,22.0,68000,16000000,住宅地,調整区域,60.0,200.0,浜北,21,4.1,ほぼ整形,その他
浜松市浜名区,寺島,34.781776,137.79364,exact,宅地(土地),2025Q3,2025年第3四半期,200.0,21.0,63000,12000000,住宅地,調整区域,60.0,200.0,浜北,21,4.1,不整形,その他
浜松市浜名区,尾野,34.837536,137.777344,exact,宅地(土地),2025Q3,2025年第3四半期,220.0,20.0,60000,13000000,住宅地,調整区域,60.0,200.0,遠州芝本,28,8.0,ほぼ台形,住宅
浜松市浜名区,平口,34.799557,137.761536,exact,宅地(土地),2025Q3,2025年第3四半期,1200.0,0.83,2500,3000000,住宅地,調整区域,60.0,200.0,遠州小林,30分～60分,6.7,ほぼ長方形,
浜松市浜名区,平口,34.799557,137.761536,exact,宅地(土地),2025Q3,2025年第3四半期,220.0,7.0,21000,4600000,住宅地,調整区域,60.0,200.0,浜北,30分～60分,5.5,ほぼ台形,住宅
浜松市浜名区,引佐町伊平,34.862679,137.660965,exact,宅地(土地),2025Q3,2025年第3四半期,480.0,3.4,10000,5000000,住宅地,都計外,,,金指,1H～1H30,11.9,長方形,住宅
浜松市浜名区,引佐町伊平,34.862679,137.660965,exact,宅地(土地),2025Q3,2025年第3四半期,880.0,0.34,1000,900000,宅地見込地,都計外,,,金指,1H～1H30,,不整形,
